1	1	1.122131	900.308693	0
1	1	0.541062	810.871911	1
2	1	1.271357	698.919729	0
2	1	1.008578	517.745282	0
3	1	0.940747	674.327291	0
3	1	0.405595	737.949216	13
4	1	1.040088	709.200398	0
4	1	1.039324	669.656858	0
5	1	1.306520	732.585386	0
5	1	1.391726	574.240915	0
6	1	0.474360	893.188469	18
7	1	1.165594	655.657854	0
7	1	0.521239	641.941491	7
8	1	1.186782	774.746559	0
8	1	0.668129	754.612074	2
